,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
4640,V93681,170,0.005,0.044000000000000004,4.58,0.7509999999999999,0.057,0.043,373,52,1407.0,10,6,0.011000000000000001
4641,V93680,166,0.005,0.053,4.55,0.605,0.052000000000000005,0.04,405,58,1365.0,11,5,0.01
4642,V93678,166,0.005,0.051,4.57,0.41600000000000004,0.038,0.037000000000000005,373,53,1359.0,10,6,0.012
4643,V93677,180,0.005,0.047,4.57,0.488,0.035,0.036000000000000004,391,53,1376.0,10,5,0.016
4644,V93676,170,0.005,0.045,4.55,0.541,0.051,0.044000000000000004,339,47,1408.0,9,4,0.009000000000000001
4645,V93675,175,0.005,0.039,4.58,0.5489999999999999,0.055,0.045,346,48,1388.3496882179193,9,5,0.01
4646,V93674,164,0.005,0.051,4.56,0.691,0.064,0.038,396,56,1395.0,11,5,0.01
4647,V93672,179,0.005,0.054000000000000006,4.54,0.672,0.066,0.036000000000000004,420,64,1408.0,11,7,0.01
4648,V93669,167,0.005,0.045,4.48,0.489,0.052000000000000005,0.043,383,56,1331.0,10,6,0.006
4649,V93666,160,0.005,0.048,4.55,0.48700000000000004,0.055,0.042,407,59,1349.0,10,7,0.008
4650,V93664,167,0.005,0.03,4.6,0.586,0.069,0.045,295,44,1370.0,9,4,0.006
4651,V93665,159,0.005,0.031,4.62,0.662,0.073,0.046,302,42,1383.0,8,4,0.008
4652,V93663,166,0.005,0.043,4.5,0.457,0.061,0.038,386,57,1358.0,10,7,0.004
4653,V93662,162,0.005,0.03,4.63,0.626,0.075,0.044000000000000004,296,47,1335.0,8,4,0.003
4654,V93661,166,0.005,0.027000000000000003,4.58,0.77,0.077,0.047,308,42,1374.0,8,4,0.005
4655,V93660,160,0.005,0.032,4.6,0.583,0.065,0.045,305,44,1384.0,8,4,0.008
4656,V93659,160,0.005,0.036000000000000004,4.6,0.649,0.066,0.045,325,46,1537.0,8,4,0.01
4657,V93658,178,0.005,0.034,4.57,0.62,0.067,0.046,337,48,1417.0,9,5,0.006999999999999999
4658,V93657,158,0.005,0.036000000000000004,4.52,0.607,0.07,0.044000000000000004,324,46,1512.0,9,4,0.006999999999999999
4659,V93656,159,0.005,0.03,4.62,0.617,0.07200000000000001,0.044000000000000004,297,42,1342.0,8,4,0.006
4660,V93655,165,0.005,0.035,4.6,0.45,0.057,0.033,326,46,1342.0,8,5,0.009000000000000001
4661,V93654,155,0.005,0.037000000000000005,4.6,0.7,0.062,0.042,331,47,1401.0,9,4,0.012
4662,V93653,162,0.005,0.042,4.49,0.603,0.065,0.043,370,51,1424.0,10,5,0.006999999999999999
4663,V93651,160,0.005,0.035,4.55,0.667,0.07400000000000001,0.043,321,46,1486.0,9,4,0.005
4664,V93650,176,0.005,0.036000000000000004,4.51,0.7290000000000001,0.077,0.045,325,45,1445.0,9,4,0.006
4665,V93649,166,0.005,0.065,4.52,0.665,0.055,0.037000000000000005,398,60,1459.0,10,5,0.013000000000000001
4666,V93648,177,0.005,0.049,4.57,0.51,0.06,0.04,386,55,1388.3496882179193,11,6,0.012
4667,V93646,169,0.005,0.037000000000000005,4.55,0.63,0.07400000000000001,0.045,336,46,1388.3496882179193,8,4,0.005
4668,V93645,162,0.005,0.028999999999999998,4.51,0.835,0.08,0.043,285,43,1402.0,10,4,0.005
4669,V93644,180,0.005,0.031,4.5,0.581,0.068,0.046,344,50,1421.0,9,4,0.006
4670,V93643,168,0.005,0.027999999999999997,4.54,0.73,0.07200000000000001,0.043,326,50,1397.0,8,5,0.006
4671,V93642,164,0.005,0.026000000000000002,4.49,0.94,0.08900000000000001,0.047,296,43,1370.0,10,3,0.008
4672,V93641,174,0.005,0.028999999999999998,4.55,0.769,0.081,0.048,292,42,1380.0,8,3,0.006
4673,V93640,167,0.005,0.027999999999999997,4.52,0.68,0.07400000000000001,0.049,294,40,1382.0,7,3,0.006999999999999999
4674,V93639,164,0.005,0.03,4.52,0.5479999999999999,0.068,0.046,297,43,1390.0,10,3,0.006
4675,V93638,158,0.005,0.028999999999999998,4.49,0.63,0.068,0.044000000000000004,284,40,1387.0,7,3,0.006999999999999999
4676,V93637,160,0.005,0.03,4.51,0.61,0.069,0.045,296,40,1374.0,7,3,0.008
4677,V93636,173,0.005,0.032,4.47,0.603,0.069,0.044000000000000004,297,49,1394.0,8,4,0.005
4678,V93635,158,0.005,0.033,4.52,0.6609999999999999,0.066,0.043,311,44,1415.0,8,3,0.008
4679,V93634,169,0.005,0.036000000000000004,4.52,0.7170000000000001,0.073,0.042,305,49,1432.0,8,4,0.008
4680,V93633,150,0.005,0.031,4.55,0.855,0.081,0.042,289,42,1379.0,9,3,0.008
4681,V93632,155,0.005,0.033,4.55,0.774,0.07200000000000001,0.042,369,52,1345.0,10,4,0.004
4682,V93630,163,0.005,0.027999999999999997,4.56,0.71,0.077,0.043,283,41,1373.0,9,3,0.003
4683,V93628,166,0.005,0.031,4.66,0.48,0.061,0.044000000000000004,377,53,1380.0,9,5,0.005
4684,V93626,179,0.005,0.036000000000000004,4.63,0.58,0.064,0.040999999999999995,318,45,1360.0,9,4,0.006999999999999999
4685,V93625,162,0.005,0.044000000000000004,4.58,0.61,0.066,0.039,375,53,1337.0,9,5,0.006
4686,V93624,159,0.005,0.027999999999999997,4.51,0.75,0.077,0.044000000000000004,268,49,1395.0,8,5,0.006999999999999999
4687,V93623,164,0.005,0.026000000000000002,4.64,0.631,0.07400000000000001,0.045,271,38,1384.0,7,3,0.006
4688,V93622,162,0.005,0.025,4.71,0.62,0.077,0.045,281,38,1385.0,7,3,0.005
4689,V93620,172,0.005,0.027999999999999997,4.63,0.53,0.07200000000000001,0.043,297,42,1379.0,8,3,0.006999999999999999
4690,V93619,166,0.005,0.036000000000000004,4.62,0.54,0.06,0.043,329,45,1388.3496882179193,8,4,0.008
4691,V93616,172,0.005,0.036000000000000004,4.52,0.455,0.052000000000000005,0.040999999999999995,327,45,1354.0,8,3,0.011000000000000001
4692,V93615,175,0.005,0.033,4.55,0.41700000000000004,0.055999999999999994,0.043,319,45,1371.0,9,5,0.009000000000000001
4693,V93613,169,0.005,0.027000000000000003,4.52,0.507,0.067,0.044000000000000004,287,39,1414.0,7,3,0.008
4694,V93612,157,0.005,0.027000000000000003,4.48,0.522,0.067,0.043,310,41,1304.0,9,4,0.006
4695,V93609,163,0.005,0.037000000000000005,4.54,0.569,0.064,0.043,294,42,1395.0,9,4,0.01
4696,V93607,166,0.005,0.026000000000000002,4.55,0.54,0.061,0.044000000000000004,273,38,1438.0,7,3,0.006
4697,V93606,149,0.005,0.034,4.52,0.517,0.065,0.044000000000000004,314,45,1388.3496882179193,9,4,0.006
4698,V93604,168,0.005,0.038,4.63,0.521,0.064,0.040999999999999995,341,49,1317.0,8,4,0.003
4699,V93601,166,0.005,0.032,4.56,0.485,0.055999999999999994,0.042,307,43,1435.0,8,3,0.009000000000000001
4700,V93600,165,0.005,0.035,4.55,0.528,0.053,0.040999999999999995,309,42,1368.0,8,4,0.009000000000000001
4701,V93599,167,0.005,0.033,4.58,0.449,0.055,0.040999999999999995,311,45,1364.0,8,4,0.008
4702,V93598,172,0.005,0.036000000000000004,4.61,0.373,0.05,0.042,307,44,1517.0,8,4,0.008
4703,V93595,164,0.005,0.035,4.6,0.654,0.064,0.04,320,46,1465.0,9,4,0.008
4704,V93594,163,0.005,0.03,4.57,0.575,0.064,0.042,303,46,1404.0,7,0,0.005
4705,V93593,179,0.005,0.040999999999999995,4.56,0.588,0.06,0.040999999999999995,344,48,1407.0,9,4,0.005
4706,V93592,162,0.005,0.039,4.59,0.46799999999999997,0.049,0.039,333,48,1373.0,9,5,0.009000000000000001
4707,V93591,160,0.005,0.036000000000000004,4.56,0.7090000000000001,0.062,0.043,328,46,1388.3496882179193,8,4,0.006
4708,V93590,158,0.005,0.034,4.57,0.44799999999999995,0.059000000000000004,0.040999999999999995,292,49,1382.0,9,4,0.009000000000000001
4709,V93589,160,0.005,0.048,4.58,0.56,0.043,0.039,375,54,1390.0,11,5,0.008
4710,V93588,175,0.005,0.045,4.55,0.62,0.06,0.035,390,54,1407.0,10,5,0.006999999999999999
4711,V93586,162,0.005,0.045,4.45,0.552,0.053,0.038,365,54,1337.0,11,5,0.006999999999999999
4712,V93585,163,0.005,0.042,4.48,0.63,0.059000000000000004,0.036000000000000004,395,50,1401.0,9,4,0.006999999999999999
4713,V93584,179,0.005,0.037000000000000005,4.51,0.5670000000000001,0.06,0.036000000000000004,324,45,1402.0,10,4,0.006
4714,V93583,162,0.005,0.036000000000000004,4.59,0.441,0.055999999999999994,0.038,325,46,1386.0,9,5,0.01
4715,V93582,180,0.005,0.035,4.59,0.534,0.055,0.038,322,53,1376.0,8,4,0.004
4716,V93581,167,0.005,0.035,4.61,0.5489999999999999,0.066,0.038,320,49,1364.0,8,4,0.009000000000000001
4717,V93580,165,0.005,0.038,4.51,0.608,0.07,0.038,354,47,1366.0,9,5,0.005
4718,V93579,145,0.005,0.049,4.49,0.9,0.079,0.039,397,59,1362.0,10,5,0.005
4719,V93578,165,0.005,0.04,4.48,0.49,0.052000000000000005,0.036000000000000004,358,51,1399.0,9,4,0.01
4720,V93577,161,0.005,0.04,4.59,0.46799999999999997,0.048,0.038,347,48,1399.0,9,5,0.015
4721,V93572,161,0.005,0.038,4.55,0.52,0.063,0.038,352,48,1477.0,9,4,0.005
4722,V93573,160,0.005,0.035,4.6,0.79,0.077,0.038,321,45,1516.0,9,5,0.006999999999999999
4723,V93571,163,0.005,0.043,4.52,0.41,0.049,0.037000000000000005,370,52,1363.0,9,5,0.009000000000000001
4724,V93570,158,0.005,0.055999999999999994,4.47,0.369,0.040999999999999995,0.035,413,60,1402.0,12,6,0.009000000000000001
4725,V93569,162,0.005,0.043,4.51,0.5429999999999999,0.063,0.038,365,50,1367.0,9,4,0.006
4726,V93568,160,0.005,0.038,4.59,0.639,0.066,0.037000000000000005,346,48,1359.0,8,4,0.008
4727,V93567,166,0.005,0.048,4.5,0.47100000000000003,0.045,0.035,376,53,1388.3496882179193,11,5,0.01
4728,V93566,175,0.005,0.051,4.48,0.424,0.05,0.035,403,62,1388.3496882179193,10,5,0.006
4729,V93564,162,0.005,0.034,4.59,0.611,0.069,0.04,315,44,1357.0,9,4,0.005
4730,V93563,153,0.005,0.028999999999999998,4.56,0.67,0.073,0.040999999999999995,297,42,1396.0,7,3,0.006
4731,V93562,160,0.005,0.040999999999999995,4.55,0.40399999999999997,0.055,0.04,345,48,1388.3496882179193,9,4,0.01
4732,V93561,175,0.005,0.043,4.58,0.59,0.048,0.04,354,51,1434.0,11,5,0.01
4733,V93559,163,0.005,0.033,4.5,0.47200000000000003,0.051,0.039,312,43,1402.0,7,4,0.012
4734,V93558,176,0.005,0.038,4.5,0.507,0.046,0.038,341,49,1372.0,12,5,0.006
4735,V93555,163,0.005,0.035,4.59,0.655,0.068,0.039,316,46,1415.0,11,4,0.006
4736,V93554,159,0.005,0.039,4.5,0.35200000000000004,0.040999999999999995,0.038,345,48,1399.0,9,4,0.01
4737,V93553,160,0.005,0.044000000000000004,4.51,0.48,0.040999999999999995,0.036000000000000004,393,62,1390.0,10,5,0.006
4738,V93551,177,0.005,0.048,4.5,0.365,0.033,0.034,388,54,1346.0,10,5,0.011000000000000001
4739,V93550,162,0.005,0.047,4.51,0.337,0.035,0.036000000000000004,441,62,1379.0,11,5,0.009000000000000001
4740,V93549,162,0.005,0.039,4.52,0.787,0.079,0.046,336,49,1388.3496882179193,11,5,0.005
4741,V93547,159,0.005,0.043,4.55,0.7909999999999999,0.073,0.042,391,48,1425.0,10,4,0.006999999999999999
4742,V93545,159,0.005,0.036000000000000004,4.63,0.44,0.045,0.037000000000000005,334,47,1388.3496882179193,9,4,0.009000000000000001
4743,V93544,167,0.005,0.034,4.66,0.52,0.066,0.045,319,45,1375.0,8,4,0.006999999999999999
4744,V93543,160,0.005,0.032,4.61,0.72,0.07200000000000001,0.044000000000000004,302,43,1385.0,10,4,0.006
4745,V93542,168,0.005,0.031,4.64,0.71,0.073,0.04,306,43,1373.0,8,4,0.005
4746,V93541,155,0.005,0.037000000000000005,4.63,0.61,0.063,0.038,331,46,1388.3496882179193,8,4,0.01
4747,V93540,159,0.005,0.044000000000000004,4.56,0.62,0.063,0.038,365,53,1349.0,12,5,0.005
4748,V93538,142,0.005,0.040999999999999995,4.59,0.53,0.055,0.038,346,50,1355.0,11,5,0.01
4749,V93536,166,0.005,0.045,4.56,0.49,0.051,0.037000000000000005,373,53,1381.0,10,5,0.008
4750,V93535,167,0.005,0.040999999999999995,4.59,0.47,0.048,0.037000000000000005,350,49,1384.0,9,4,0.011000000000000001
4751,V93534,168,0.005,0.046,4.61,0.54,0.055,0.039,365,53,1362.0,11,5,0.005
4752,V93532,162,0.005,0.044000000000000004,4.56,0.426,0.049,0.038,363,51,1388.3496882179193,9,4,0.01
4753,V93531,168,0.005,0.055999999999999994,4.55,0.397,0.034,0.036000000000000004,414,59,1388.3496882179193,11,7,0.012
4754,V93530,166,0.005,0.047,4.54,0.395,0.039,0.039,383,58,1412.0,10,5,0.01
4755,V93528,179,0.005,0.047,4.64,0.512,0.047,0.037000000000000005,377,53,1389.0,10,6,0.011000000000000001
4756,V93527,166,0.005,0.047,4.66,0.47200000000000003,0.039,0.038,382,61,1291.0,11,5,0.008
4757,V93526,176,0.005,0.044000000000000004,4.61,0.445,0.046,0.036000000000000004,367,51,1371.0,9,4,0.013000000000000001
4758,V93524,163,0.005,0.037000000000000005,4.56,0.524,0.057,0.039,307,43,1365.0,8,4,0.011000000000000001
4759,V93523,165,0.005,0.049,4.57,0.442,0.040999999999999995,0.038,391,60,1379.0,10,5,0.01
4760,V93522,158,0.005,0.055999999999999994,4.52,0.461,0.039,0.037000000000000005,461,60,1388.3496882179193,12,7,0.011000000000000001
4761,V93520,165,0.005,0.042,4.59,0.685,0.065,0.044000000000000004,355,55,1416.0,9,5,0.009000000000000001
4762,V93519,160,0.005,0.047,4.63,0.603,0.055999999999999994,0.042,392,55,1414.0,10,6,0.008
4763,V93517,164,0.005,0.037000000000000005,4.56,0.747,0.069,0.045,393,58,1373.0,10,5,0.003
4764,V93515,165,0.005,0.039,4.48,0.7440000000000001,0.073,0.047,340,48,1343.0,9,5,0.006
4765,V93514,168,0.005,0.037000000000000005,4.67,0.7829999999999999,0.07200000000000001,0.047,362,46,1324.0,9,4,0.003
4766,V93513,166,0.005,0.036000000000000004,4.62,0.9520000000000001,0.077,0.044000000000000004,333,46,1412.0,8,4,0.006
4767,V93511,174,0.005,0.037000000000000005,4.55,0.946,0.08199999999999999,0.046,328,46,1411.0,8,4,0.005
4768,V93510,160,0.005,0.035,4.56,1.006,0.084,0.046,408,50,1414.0,11,4,0.004
4769,V93509,170,0.005,0.028999999999999998,4.57,0.9079999999999999,0.079,0.049,289,41,1446.0,8,4,0.009000000000000001
4770,V93507,167,0.005,0.048,4.59,0.768,0.07200000000000001,0.043,382,55,1415.0,10,5,0.006999999999999999
4771,V93504,166,0.005,0.049,4.48,0.5489999999999999,0.051,0.04,393,55,1354.0,10,5,0.01
4772,V93503,175,0.005,0.055999999999999994,4.5,0.502,0.05,0.04,412,60,1355.0,14,6,0.004
4773,V93500,160,0.005,0.038,4.53,0.682,0.065,0.047,329,48,1388.0,11,4,0.004
4774,V93499,161,0.005,0.039,4.53,0.5920000000000001,0.062,0.047,333,48,1417.0,9,4,0.006
4775,V93498,180,0.005,0.032,4.59,0.588,0.066,0.048,332,47,1387.0,8,4,0.005
4776,V93497,161,0.005,0.03,4.56,0.7140000000000001,0.076,0.055999999999999994,292,42,1410.0,10,4,0.008
4777,V93496,164,0.005,0.03,4.56,0.785,0.08,0.06,297,42,1391.0,8,3,0.005
4778,V93495,161,0.005,0.040999999999999995,4.56,0.711,0.067,0.049,324,51,1386.0,9,4,0.006999999999999999
4779,V93494,163,0.005,0.044000000000000004,4.55,0.69,0.064,0.049,362,52,1388.3496882179193,11,5,0.006
4780,V93493,156,0.005,0.035,4.6,0.802,0.085,0.054000000000000006,331,46,1442.0,8,4,0.003
4781,V93492,164,0.005,0.03,4.58,0.807,0.076,0.054000000000000006,302,41,1414.0,8,3,0.003
4782,V93491,177,0.005,0.042,4.5,0.778,0.07200000000000001,0.052000000000000005,351,50,1418.0,11,5,0.006
4783,V93489,167,0.005,0.047,4.51,0.623,0.062,0.049,394,55,1422.0,10,4,0.008
4784,V93488,177,0.005,0.052000000000000005,4.5,0.517,0.047,0.043,394,57,1447.0,13,6,0.01
4785,V93487,161,0.005,0.052000000000000005,4.55,0.534,0.053,0.046,403,56,1388.3496882179193,10,5,0.006
4786,V93485,161,0.005,0.055,4.5,0.46,0.040999999999999995,0.043,409,58,1434.0,13,6,0.013999999999999999
4787,V93484,175,0.005,0.066,4.42,0.43700000000000006,0.04,0.043,490,76,1470.0,13,7,0.006
4788,V93483,161,0.005,0.068,4.41,0.373,0.034,0.040999999999999995,420,64,1349.0,11,6,0.017
4789,V93482,167,0.005,0.043,4.52,0.48,0.063,0.057999999999999996,341,49,1349.0,11,5,0.006999999999999999
4790,V93481,161,0.005,0.034,4.45,0.47,0.06,0.055999999999999994,315,44,1354.0,8,4,0.006999999999999999
4791,V93480,164,0.005,0.044000000000000004,4.5,0.5,0.046,0.047,367,52,1370.0,9,5,0.012
4792,V93479,177,0.005,0.043,4.48,0.42,0.040999999999999995,0.049,353,52,1386.0,12,5,0.008
4793,V93475,165,0.005,0.043,4.48,0.36,0.036000000000000004,0.046,365,52,1395.0,12,5,0.01
4794,V93473,165,0.005,0.065,4.48,0.40299999999999997,0.031,0.040999999999999995,469,66,1383.0,12,7,0.012
4795,V93471,161,0.005,0.043,4.54,0.37799999999999995,0.046,0.049,360,51,1403.0,9,4,0.011000000000000001
4796,V93470,162,0.005,0.039,4.52,0.45,0.05,0.05,345,49,1492.0,9,5,0.01
4797,V93467,165,0.005,0.039,4.61,0.42,0.046,0.047,347,48,1362.0,8,4,0.011000000000000001
4798,V93466,175,0.005,0.044000000000000004,4.58,0.39,0.043,0.05,360,52,1358.0,11,5,0.009000000000000001
4799,V93465,165,0.005,0.038,4.56,0.45,0.047,0.051,473,47,1389.0,9,4,0.009000000000000001
4800,V93463,160,0.005,0.034,4.57,0.43,0.05,0.05,299,42,1405.0,9,4,0.01
4801,V93461,160,0.005,0.032,4.62,0.47,0.055,0.055,312,43,1391.0,8,4,0.009000000000000001
4802,V93460,170,0.005,0.033,4.58,0.52,0.06,0.055,299,42,1382.0,9,4,0.006
4803,V93459,159,0.005,0.03,4.62,0.67,0.069,0.055999999999999994,296,43,1401.0,8,3,0.005
4804,V93458,164,0.005,0.025,4.64,0.79,0.083,0.057999999999999996,288,39,1357.0,7,4,0.006
4805,V93456,165,0.005,0.032,4.58,0.48,0.055999999999999994,0.053,310,43,1400.0,8,3,0.008
4806,V93455,173,0.005,0.035,4.53,0.52,0.055,0.054000000000000006,310,45,1416.0,7,5,0.008
4807,V93454,162,0.005,0.031,4.56,0.527,0.061,0.055,298,43,1395.0,9,4,0.005
4808,V93453,177,0.005,0.03,4.56,0.534,0.063,0.055999999999999994,297,41,1384.0,8,3,0.008
4809,V93452,161,0.005,0.024,4.54,0.726,0.076,0.057,279,39,1405.0,6,4,0.006999999999999999
4810,V93450,166,0.005,0.024,4.48,0.715,0.078,0.057,270,37,1348.0,7,3,0.005
4811,V93449,165,0.005,0.021,4.57,0.655,0.071,0.053,262,35,1368.0,6,3,0.006999999999999999
4812,V93446,160,0.005,0.027999999999999997,4.6,0.757,0.078,0.061,306,42,1388.3496882179193,7,5,0.006
4813,V93445,158,0.005,0.028999999999999998,4.54,0.78,0.078,0.054000000000000006,293,42,1400.0,9,4,0.006
4814,V93443,156,0.005,0.031,4.52,0.519,0.057999999999999996,0.055999999999999994,298,41,1423.0,7,3,0.01
4815,V93442,164,0.005,0.03,4.52,0.457,0.054000000000000006,0.057999999999999996,303,42,1468.0,7,4,0.01
4816,V93439,166,0.005,0.027999999999999997,4.57,0.6859999999999999,0.071,0.055999999999999994,292,42,1402.0,8,4,0.005
4817,V93437,176,0.005,0.027000000000000003,4.6,0.5589999999999999,0.068,0.06,285,40,1339.0,7,3,0.008
4818,V93436,159,0.005,0.03,4.62,0.5920000000000001,0.063,0.055,294,43,1437.0,9,4,0.008
4819,V93435,174,0.005,0.038,4.56,0.46799999999999997,0.055,0.055,283,40,1412.0,7,3,0.012
4820,V93434,170,0.005,0.035,4.57,0.495,0.057,0.053,328,46,1383.0,8,4,0.012
4821,V93433,174,0.005,0.028999999999999998,4.59,0.589,0.063,0.053,317,45,1372.0,9,4,0.009000000000000001
4822,V93432,176,0.005,0.033,4.58,0.787,0.075,0.055,284,39,1419.0,7,3,0.009000000000000001
4823,V93430,165,0.005,0.045,4.52,0.428,0.054000000000000006,0.037000000000000005,326,45,1320.0,8,4,0.005
4824,V93429,178,0.005,0.035,4.6,0.59,0.067,0.057,371,50,1405.0,9,4,0.005
4825,V93428,172,0.005,0.027000000000000003,4.54,0.75,0.08,0.055999999999999994,280,39,1450.0,9,3,0.005
4826,V93427,176,0.005,0.027999999999999997,4.58,0.71,0.077,0.055999999999999994,317,42,1496.0,7,4,0.005
4827,V93426,179,0.005,0.027999999999999997,4.53,0.7,0.077,0.055,313,43,1402.0,8,3,0.005
4828,V93425,174,0.005,0.028999999999999998,4.59,0.725,0.075,0.053,285,42,1427.0,9,4,0.006999999999999999
4829,V93424,174,0.005,0.031,4.59,0.575,0.063,0.054000000000000006,318,44,1407.0,7,4,0.009000000000000001
4830,V93423,180,0.005,0.034,4.6,0.655,0.066,0.053,331,45,1422.0,8,4,0.006999999999999999
4831,V93422,175,0.005,0.032,4.54,0.46,0.055,0.052000000000000005,299,43,1406.0,9,4,0.012
4832,V93421,170,0.005,0.026000000000000002,4.59,0.726,0.078,0.054000000000000006,291,41,1401.0,6,4,0.008
4833,V93420,165,0.005,0.027999999999999997,4.59,0.662,0.07200000000000001,0.052000000000000005,302,40,1375.0,8,3,0.005
4834,V93419,159,0.005,0.032,4.59,0.718,0.068,0.054000000000000006,318,53,1382.0,7,5,0.005
4835,V93417,160,0.005,0.035,4.45,0.53,0.066,0.051,336,47,1396.0,9,4,0.01
4836,V93416,169,0.005,0.036000000000000004,4.56,0.616,0.068,0.05,317,45,1397.0,10,4,0.008
4837,V93415,178,0.005,0.044000000000000004,4.59,0.46799999999999997,0.057999999999999996,0.046,387,55,1388.3496882179193,9,5,0.008
4838,V93414,165,0.005,0.031,4.58,0.67,0.079,0.051,302,42,1405.0,7,3,0.011000000000000001
4839,V93413,165,0.005,0.026000000000000002,4.6,0.94,0.096,0.055,291,40,1428.0,6,4,0.006999999999999999
4840,V93412,161,0.005,0.03,4.59,0.778,0.079,0.052000000000000005,289,66,1388.3496882179193,9,4,0.005
4841,V93411,165,0.005,0.026000000000000002,4.6,0.95,0.09699999999999999,0.053,284,41,1395.0,7,3,0.003
4842,V93410,162,0.005,0.023,4.6,1.08,0.11,0.054000000000000006,283,38,1387.0,6,4,0.004
4843,V93409,170,0.005,0.015,4.64,1.11,0.106,0.053,271,38,1418.0,8,4,0.004
4844,V93407,170,0.005,0.028999999999999998,4.6,0.7809999999999999,0.08199999999999999,0.052000000000000005,307,43,1363.0,7,4,0.008
4845,V93405,179,0.005,0.033,4.68,0.53,0.06,0.05,289,40,1404.0,7,3,0.01
4846,V93403,160,0.008,0.025,4.61,0.78,0.08199999999999999,0.05,307,44,1377.0,10,4,0.005
4847,V93400,158,0.008,0.033,4.67,0.74,0.08,0.048,420,52,1409.0,9,5,0.005
4848,V93399,162,0.008,0.038,4.68,0.72,0.075,0.048,326,43,1401.0,10,4,0.009000000000000001
4849,V93398,164,0.008,0.031,4.72,0.72,0.077,0.051,296,41,1416.0,7,3,0.008
4850,V93397,164,0.008,0.027999999999999997,4.61,0.79,0.08,0.051,310,42,1388.3496882179193,7,5,0.005
4851,V93396,165,0.008,0.03,4.58,0.6,0.07,0.049,300,45,1368.0,9,4,0.006
4852,V93394,170,0.008,0.018000000000000002,4.63,1.02,0.099,0.055999999999999994,241,32,1366.0,5,3,0.005
4853,V93392,161,0.008,0.025,4.53,0.909,0.08800000000000001,0.051,258,36,1388.3496882179193,6,3,0.011000000000000001
4854,V93391,166,0.008,0.026000000000000002,4.51,0.836,0.084,0.052000000000000005,266,37,1416.0,6,4,0.008
4855,V93390,165,0.008,0.026000000000000002,4.48,0.608,0.07400000000000001,0.048,259,36,1392.0,7,3,0.01
4856,V93388,166,0.008,0.027000000000000003,4.49,0.7929999999999999,0.084,0.045,271,38,1423.0,6,4,0.008
4857,V93387,159,0.008,0.026000000000000002,4.42,0.746,0.08,0.046,260,36,1390.0,7,3,0.006999999999999999
4858,V93385,162,0.008,0.067,4.22,0.591,0.049,0.038,436,60,1336.0,10,6,0.022000000000000002
4859,V93383,158,0.008,0.031,4.49,0.489,0.06,0.05,279,39,1345.0,7,4,0.01
4860,V93382,165,0.008,0.034,4.53,0.58,0.111,0.085,302,42,1339.0,7,4,0.009000000000000001
4861,V93381,163,0.008,0.055999999999999994,4.48,0.88,0.079,0.04,385,61,1400.0,10,5,0.006
4862,V93380,168,0.008,0.04,4.6,0.74,0.075,0.043,319,45,1394.0,8,5,0.009000000000000001
4863,V93379,164,0.008,0.027999999999999997,4.62,0.67,0.07,0.052000000000000005,297,48,1388.3496882179193,7,5,0.006
4864,V93376,165,0.008,0.079,4.56,0.777,0.064,0.036000000000000004,496,70,1337.0,12,8,0.013000000000000001
4865,V93375,175,0.008,0.042,4.58,0.594,0.063,0.046,344,48,1336.0,9,4,0.01
4866,V93374,167,0.008,0.028999999999999998,4.52,0.555,0.066,0.053,296,42,1338.0,7,5,0.01
4867,V93373,167,0.008,0.027999999999999997,4.53,0.49700000000000005,0.065,0.051,298,41,1404.0,7,4,0.009000000000000001
4868,V93372,160,0.008,0.03,4.53,0.521,0.065,0.052000000000000005,289,40,1426.0,7,3,0.006999999999999999
4869,V93371,154,0.008,0.035,4.54,0.583,0.066,0.05,540,45,1379.0,10,5,0.006999999999999999
4870,V93370,162,0.008,0.040999999999999995,4.52,0.484,0.055,0.046,409,59,1397.0,9,6,0.013000000000000001
4871,V93369,173,0.008,0.043,4.59,0.43,0.051,0.046,365,52,1401.0,10,5,0.008
4872,V93366,161,0.005,0.027000000000000003,4.51,0.47600000000000003,0.063,0.051,284,39,1331.0,7,4,0.01
4873,V93363,161,0.005,0.035,4.55,0.603,0.062,0.05,326,45,1383.0,8,5,0.009000000000000001
4874,V93362,157,0.005,0.039,4.57,0.674,0.063,0.05,344,49,1373.0,9,5,0.006
4875,V93360,166,0.005,0.036000000000000004,4.53,0.517,0.055,0.047,380,47,1414.0,8,5,0.012
4876,V93359,167,0.005,0.042,4.54,0.49,0.052000000000000005,0.048,341,47,1388.3496882179193,9,4,0.01
4877,V93358,163,0.005,0.042,4.52,0.499,0.054000000000000006,0.047,358,56,1345.0,10,5,0.012
4878,V93357,175,0.005,0.05,4.47,0.419,0.051,0.046,375,55,1402.0,10,6,0.008
4879,V93356,163,0.005,0.03,4.54,0.484,0.063,0.051,292,41,1417.0,7,4,0.01
4880,V93355,165,0.005,0.045,4.53,0.528,0.061,0.046,372,53,1403.0,10,5,0.01
4881,V93354,170,0.005,0.034,4.56,0.617,0.067,0.05,313,46,1403.0,8,5,0.009000000000000001
4882,V93353,167,0.005,0.027999999999999997,4.53,0.621,0.068,0.057,281,39,1467.0,7,3,0.006999999999999999
4883,V93352,162,0.005,0.043,4.57,0.504,0.064,0.05,370,51,1411.0,9,5,0.008
