,CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
3251,V95595,161,0.01,0.032,4.58,0.556,0.062,0.036000000000000004,537,0,1386.0,14,4,0.006
3252,V95594,174,0.005,0.035,4.54,0.578,0.06,0.036000000000000004,324,47,1394.0,8,5,0.008
3253,V95593,165,0.005,0.033,4.58,0.807,0.07400000000000001,0.037000000000000005,294,41,1375.0,7,5,0.009000000000000001
3254,V95592,171,0.005,0.03,4.59,0.925,0.084,0.035,556,0,1388.0,13,4,0.008
3255,V95591,162,0.005,0.031,4.6,0.6579999999999999,0.068,0.04,300,42,1451.0,7,4,0.006999999999999999
3256,V95590,168,0.005,0.028999999999999998,4.57,0.605,0.07200000000000001,0.04,292,41,1385.0,7,5,0.006999999999999999
3257,V95588,164,0.005,0.031,4.55,0.878,0.08,0.038,298,43,1490.0,7,4,0.006999999999999999
3258,V95585,170,0.005,0.032,4.54,0.489,0.062,0.036000000000000004,310,44,1387.0,7,4,0.01
3259,V95584,167,0.005,0.033,4.59,0.7040000000000001,0.066,0.035,318,44,1390.0,8,5,0.008
3260,V95583,168,0.005,0.025,4.58,1.44,0.099,0.038,273,38,1371.0,7,3,0.005
3261,V95582,168,0.005,0.039,4.64,0.514,0.055999999999999994,0.037000000000000005,340,48,1410.0,8,5,0.006999999999999999
3262,V95581,160,0.005,0.033,4.62,0.518,0.055999999999999994,0.037000000000000005,350,48,1410.0,9,5,0.008
3263,V95580,161,0.005,0.039,4.59,0.5820000000000001,0.057,0.035,345,48,1416.0,9,4,0.006999999999999999
3264,V95579,158,0.005,0.037000000000000005,4.57,0.529,0.06,0.034,331,48,1409.0,8,5,0.008
3265,V95577,167,0.005,0.037000000000000005,4.56,0.547,0.064,0.036000000000000004,332,46,1374.0,8,4,0.009000000000000001
3266,V95576,150,0.005,0.031,4.62,0.899,0.078,0.037000000000000005,297,42,1355.0,7,4,0.01
3267,V95575,165,0.005,0.035,4.5,0.733,0.07200000000000001,0.037000000000000005,326,46,1382.0,8,5,0.009000000000000001
3268,V95572,160,0.005,0.047,4.55,0.451,0.054000000000000006,0.033,380,54,1383.0,9,5,0.009000000000000001
3269,V95571,168,0.005,0.044000000000000004,4.55,0.6459999999999999,0.06,0.034,365,56,1369.0,9,5,0.006
3270,V95570,160,0.005,0.032,4.55,0.7070000000000001,0.07,0.036000000000000004,616,11,1278.0,15,1,0.008
3271,V95568,154,0.005,0.045,4.51,0.345,0.047,0.032,373,57,1417.0,10,5,0.005
3272,V95566,161,0.005,0.043,4.55,0.376,0.047,0.031,370,52,1381.0,9,5,0.006
3273,V95565,168,0.005,0.046,4.55,0.46399999999999997,0.046,0.033,376,63,1388.3496882179193,10,6,0.009000000000000001
3274,V95564,169,0.005,0.046,4.61,0.47700000000000004,0.053,0.032,373,57,1407.0,10,5,0.006999999999999999
3275,V95563,165,0.005,0.03,4.6,1.03,0.09699999999999999,0.04,317,44,1484.0,8,4,0.006999999999999999
3276,V95560,166,0.005,0.052000000000000005,4.53,0.358,0.042,0.031,406,63,1489.0,11,6,0.006999999999999999
3277,V95557,162,0.005,0.031,4.61,0.565,0.065,0.037000000000000005,307,48,1374.0,8,5,0.005
3278,V95556,162,0.005,0.044000000000000004,4.58,0.49,0.059000000000000004,0.035,361,53,1410.0,10,5,0.004
3279,V95555,165,0.005,0.043,4.56,0.57,0.057,0.036000000000000004,373,57,1427.0,10,5,0.006
3280,V95554,161,0.005,0.021,4.65,1.18,0.106,0.044000000000000004,250,41,1388.3496882179193,6,4,0.004
3281,V95552,162,0.005,0.036000000000000004,4.61,0.53,0.059000000000000004,0.034,329,46,1356.0,9,4,0.008
3282,V95550,170,0.005,0.037000000000000005,4.58,0.51,0.055999999999999994,0.034,328,46,1355.0,9,4,0.01
3283,V95549,164,0.005,0.034,4.62,1.18,0.08900000000000001,0.040999999999999995,319,48,1436.0,9,5,0.006999999999999999
3284,V95548,171,0.005,0.033,4.55,1.151,0.08900000000000001,0.04,317,44,1361.0,8,4,0.006
3285,V95547,173,0.005,0.027999999999999997,4.53,1.272,0.094,0.040999999999999995,285,41,1401.0,8,4,0.005
3286,V95546,163,0.005,0.033,4.56,0.556,0.064,0.038,319,48,1438.0,9,5,0.006
3287,V95545,161,0.005,0.038,4.57,0.489,0.057999999999999996,0.036000000000000004,396,55,1388.3496882179193,10,5,0.009000000000000001
3288,V95544,167,0.005,0.04,4.55,0.429,0.054000000000000006,0.035,343,49,1388.3496882179193,10,5,0.006
3289,V95543,165,0.005,0.028999999999999998,4.57,0.7390000000000001,0.077,0.040999999999999995,309,41,1473.0,8,5,0.006999999999999999
3290,V95542,165,0.005,0.048,4.57,0.63,0.07,0.039,388,54,1421.0,10,5,0.01
3291,V95541,165,0.005,0.057999999999999996,4.47,0.51,0.055,0.034,439,63,1358.0,13,6,0.012
3292,V95540,167,0.005,0.05,4.53,0.54,0.057999999999999996,0.037000000000000005,397,55,1360.0,10,7,0.01
3293,V95539,172,0.005,0.037000000000000005,4.58,0.52,0.063,0.039,330,46,1359.0,9,4,0.008
3294,V95538,165,0.005,0.038,4.61,0.47,0.054000000000000006,0.038,330,48,1383.0,9,4,0.008
3295,V95537,157,0.005,0.042,4.52,0.401,0.047,0.036000000000000004,391,59,1431.0,10,5,0.006999999999999999
3296,V95535,163,0.005,0.035,4.6,0.54,0.06,0.037000000000000005,326,45,1396.0,8,5,0.008
3297,V95534,158,0.005,0.037000000000000005,4.57,0.53,0.061,0.036000000000000004,326,46,1388.3496882179193,8,4,0.008
3298,V95533,167,0.005,0.032,4.64,0.62,0.065,0.039,296,41,1441.0,8,4,0.005
3299,V95530,160,0.005,0.038,4.55,0.49200000000000005,0.059000000000000004,0.038,333,47,1441.0,9,4,0.006999999999999999
3300,V95528,165,0.005,0.032,4.62,0.68,0.075,0.042,299,53,1444.0,8,4,0.006
3301,V95527,159,0.005,0.035,4.59,0.58,0.066,0.042,240,55,1399.0,8,5,0.005
3302,V95526,170,0.005,0.04,4.58,0.465,0.055,0.04,349,49,1385.0,9,5,0.01
3303,V95525,160,0.005,0.045,4.58,0.46,0.05,0.037000000000000005,346,48,1464.0,9,4,0.013000000000000001
3304,V95523,159,0.005,0.026000000000000002,4.52,1.6440000000000001,0.106,0.042,416,40,1313.0,9,4,0.005
3305,V95522,170,0.005,0.044000000000000004,4.49,0.645,0.044000000000000004,0.038,681,0,1241.0,16,5,0.011000000000000001
3306,V95521,155,0.005,0.04,4.55,0.691,0.045,0.036000000000000004,337,49,1421.0,9,4,0.013000000000000001
3307,V95520,175,0.005,0.028999999999999998,4.57,0.605,0.07200000000000001,0.04,349,49,1385.0,10,5,0.011000000000000001
3308,V95519,158,0.005,0.054000000000000006,4.52,0.29100000000000004,0.032,0.036000000000000004,407,57,1404.0,10,5,0.013000000000000001
3309,V95518,162,0.005,0.031,4.55,0.878,0.08,0.038,320,45,1399.0,8,4,0.013000000000000001
3310,V95516,158,0.005,0.047,4.54,0.753,0.067,0.040999999999999995,339,52,1384.0,9,4,0.008
3311,V95512,167,0.005,0.039,4.54,0.585,0.05,0.038,333,48,1388.0,9,4,0.009000000000000001
3312,V95509,164,0.005,0.034,4.57,0.955,0.084,0.043,310,44,1356.0,8,4,0.005
3313,V95508,160,0.005,0.045,4.58,0.848,0.077,0.040999999999999995,374,54,1384.0,9,6,0.008
3314,V95506,159,0.005,0.057999999999999996,4.54,0.396,0.044000000000000004,0.036000000000000004,428,62,1377.0,12,6,0.01
3315,V95505,170,0.005,0.053,4.56,0.371,0.046,0.038,410,57,1365.0,11,6,0.012
3316,V95503,178,0.005,0.034,4.56,0.659,0.07200000000000001,0.044000000000000004,629,59,1305.0,17,0,0.01
3317,V95501,167,0.005,0.055,4.56,0.61,0.062,0.037000000000000005,417,62,1357.0,10,5,0.009000000000000001
3318,V95500,159,0.005,0.064,4.57,0.36200000000000004,0.039,0.036000000000000004,453,71,1348.0,12,5,0.012
3319,V95499,163,0.005,0.051,4.55,0.674,0.055,0.04,469,68,1388.3496882179193,12,7,0.011000000000000001
3320,V95497,163,0.005,0.044000000000000004,4.55,0.65,0.057999999999999996,0.040999999999999995,367,53,1420.0,9,5,0.01
3321,V95496,168,0.005,0.036000000000000004,4.54,0.6679999999999999,0.07,0.042,330,51,1342.0,9,5,0.008
3322,V95495,172,0.005,0.037000000000000005,4.6,0.6940000000000001,0.073,0.043,331,50,1323.0,9,4,0.004
3323,V95494,166,0.005,0.038,4.55,0.696,0.073,0.040999999999999995,339,52,1328.0,9,5,0.006
3324,V95493,162,0.01,0.05,4.55,0.63,0.057,0.037000000000000005,664,0,1288.0,16,8,0.013999999999999999
3325,V95492,177,0.005,0.055,4.54,0.41,0.038,0.036000000000000004,409,65,1400.0,11,6,0.023
3326,V95491,149,0.005,0.059000000000000004,4.55,0.5,0.036000000000000004,0.035,420,71,1396.0,11,7,0.017
3327,V95487,165,0.005,0.042,4.58,0.5,0.055,0.042,352,55,1356.0,10,5,0.009000000000000001
3328,V95486,165,0.005,0.032,4.55,0.56,0.066,0.045,344,48,1377.0,9,4,0.003
3329,V95485,169,0.005,0.042,4.6,0.52,0.059000000000000004,0.043,357,50,1398.0,10,5,0.008
3330,V95483,163,0.005,0.055999999999999994,4.5,0.503,0.047,0.037000000000000005,414,63,1388.3496882179193,11,5,0.008
3331,V95482,172,0.005,0.05,4.57,0.45,0.046,0.038,385,63,1388.3496882179193,11,6,0.012
3332,V95481,165,0.005,0.031,4.62,0.74,0.077,0.046,299,46,1421.0,8,4,0.006
3333,V95480,170,0.005,0.033,4.54,0.66,0.071,0.045,312,47,1392.0,8,4,0.006
3334,V95479,176,0.005,0.042,4.6,0.47,0.051,0.038,357,54,1393.0,10,5,0.01
3335,V95478,163,0.005,0.042,4.54,0.52,0.055999999999999994,0.04,354,50,1383.0,10,4,0.011000000000000001
3336,V95477,160,0.005,0.032,4.6,0.69,0.076,0.044000000000000004,297,46,1357.0,8,4,0.005
3337,V95476,160,0.005,0.037000000000000005,4.55,0.586,0.068,0.043,336,48,1388.3496882179193,9,4,0.004
3338,V95475,161,0.005,0.036000000000000004,4.62,0.545,0.066,0.043,324,48,1361.0,9,4,0.006
3339,V95474,165,0.005,0.027000000000000003,4.54,0.847,0.087,0.045,281,46,1369.0,8,4,0.004
3340,V95472,160,0.005,0.039,4.6,0.6940000000000001,0.066,0.045,347,53,1397.0,10,5,0.005
3341,V95471,162,0.005,0.036000000000000004,4.58,0.65,0.068,0.045,323,46,1371.0,9,4,0.008
3342,V95470,175,0.005,0.027000000000000003,4.64,0.61,0.07200000000000001,0.045,287,40,1301.0,7,3,0.005
3343,V95469,164,0.005,0.028999999999999998,4.58,0.584,0.071,0.046,296,42,1343.0,8,4,0.005
3344,V95468,162,0.005,0.032,4.54,0.585,0.07200000000000001,0.048,307,44,1376.0,8,3,0.006999999999999999
3345,V95467,165,0.005,0.033,4.57,0.606,0.069,0.046,315,44,1407.0,9,4,0.006
3346,V95466,163,0.005,0.035,4.55,0.649,0.067,0.045,320,45,1409.0,9,4,0.006999999999999999
3347,V95464,168,0.005,0.036000000000000004,4.64,0.76,0.073,0.044000000000000004,324,47,1370.0,9,4,0.006
3348,V95463,164,0.005,0.03,4.68,0.62,0.066,0.044000000000000004,295,42,1398.0,8,4,0.009000000000000001
3349,V95462,162,0.005,0.034,4.66,0.58,0.063,0.045,315,44,1431.0,8,3,0.009000000000000001
3350,V95460,163,0.005,0.028999999999999998,4.48,0.524,0.061,0.042,295,42,1344.0,7,4,0.009000000000000001
3351,V95458,155,0.005,0.026000000000000002,4.56,0.535,0.069,0.043,286,39,1341.0,8,4,0.006999999999999999
3352,V95457,155,0.005,0.022000000000000002,4.56,0.6409999999999999,0.077,0.049,261,37,1361.0,6,3,0.009000000000000001
3353,V95456,163,0.005,0.023,4.62,0.74,0.081,0.049,273,38,1359.0,7,3,0.009000000000000001
3354,V95453,168,0.005,0.043,4.59,0.55,0.059000000000000004,0.042,459,51,1344.0,11,4,0.006
3355,V95452,171,0.005,0.036000000000000004,4.58,0.56,0.061,0.040999999999999995,332,46,1486.0,8,5,0.008
3356,V95451,160,0.005,0.034,4.62,0.78,0.07200000000000001,0.044000000000000004,313,44,1440.0,8,4,0.009000000000000001
3357,V95450,161,0.005,0.037000000000000005,4.53,0.653,0.063,0.042,329,46,1338.0,9,4,0.006999999999999999
3358,V95449,164,0.005,0.046,4.55,0.47,0.051,0.039,398,51,1286.0,11,5,0.01
3359,V95448,162,0.005,0.045,4.57,0.49,0.054000000000000006,0.04,370,52,1388.3496882179193,9,5,0.006999999999999999
3360,V95447,162,0.005,0.042,4.53,0.55,0.053,0.04,354,51,1333.0,9,4,0.006999999999999999
3361,V95446,163,0.005,0.040999999999999995,4.56,0.62,0.055999999999999994,0.038,372,54,1270.0,10,6,0.005
3362,V95445,164,0.005,0.054000000000000006,4.42,0.49,0.05,0.036000000000000004,417,59,1319.0,11,6,0.011000000000000001
3363,V95441,157,0.005,0.043,4.56,0.547,0.057999999999999996,0.040999999999999995,354,51,1369.0,10,4,0.01
3364,V95439,172,0.005,0.028999999999999998,4.56,1.0,0.08900000000000001,0.042,383,41,1385.0,10,4,0.005
3365,V95438,163,0.01,0.033,4.56,0.9109999999999999,0.081,0.044000000000000004,263,38,1366.0,6,4,0.01
3366,V95436,160,0.005,0.042,4.54,0.684,0.06,0.039,339,49,1346.0,9,4,0.009000000000000001
3367,V95435,165,0.005,0.05,4.52,0.425,0.051,0.037000000000000005,397,55,1343.0,12,7,0.01
3368,V95434,162,0.005,0.052000000000000005,4.55,0.478,0.053,0.038,435,60,1379.0,11,6,0.01
3369,V95430,165,0.005,0.04,4.48,0.536,0.055999999999999994,0.042,328,46,1355.0,9,4,0.017
3370,V95429,168,0.005,0.053,4.55,0.581,0.052000000000000005,0.034,469,67,1328.0,13,7,0.012
3371,V95428,170,0.005,0.055999999999999994,4.54,0.428,0.040999999999999995,0.032,393,55,1388.3496882179193,10,5,0.009000000000000001
3372,V95426,163,0.005,0.044000000000000004,4.56,0.405,0.05,0.040999999999999995,360,52,1303.0,9,5,0.009000000000000001
3373,V95424,169,0.005,0.048,4.51,0.504,0.053,0.039,382,54,1388.0,10,4,0.011000000000000001
3374,V95423,170,0.005,0.055,4.53,0.535,0.043,0.035,417,59,1318.0,11,6,0.013999999999999999
3375,V95422,160,0.005,0.040999999999999995,4.52,0.513,0.057999999999999996,0.040999999999999995,353,54,1309.0,9,5,0.006
3376,V95421,176,0.005,0.037000000000000005,4.55,0.433,0.059000000000000004,0.044000000000000004,310,44,1331.0,8,3,0.01
3377,V95419,165,0.005,0.052000000000000005,4.62,0.38,0.044000000000000004,0.038,409,56,1402.0,11,6,0.01
3378,V95417,168,0.005,0.036000000000000004,4.57,0.56,0.064,0.039,311,44,1342.0,8,3,0.004
3379,V95418,159,0.005,0.035,4.55,0.764,0.067,0.04,329,49,1401.0,8,5,0.01
3380,V95416,171,0.005,0.038,4.56,0.603,0.061,0.039,341,47,1351.0,9,5,0.005
3381,V95414,171,0.005,0.04,4.61,0.55,0.061,0.040999999999999995,344,48,1459.0,9,4,0.008
3382,V95412,159,0.005,0.033,4.62,0.7,0.07200000000000001,0.040999999999999995,310,44,1429.0,8,4,0.008
3383,V95411,160,0.005,0.035,4.54,0.64,0.068,0.044000000000000004,326,46,1409.0,8,4,0.008
3384,V95410,161,0.005,0.032,4.58,0.62,0.066,0.044000000000000004,307,43,1388.3496882179193,8,4,0.009000000000000001
3385,V95405,158,0.005,0.038,4.62,0.54,0.061,0.040999999999999995,339,53,1330.0,9,5,0.006999999999999999
3386,V95404,159,0.005,0.035,4.55,0.58,0.064,0.040999999999999995,349,50,1331.0,9,5,0.005
3387,V95400,166,0.005,0.034,4.64,0.594,0.066,0.044000000000000004,315,45,1385.0,8,3,0.005
3388,V95399,161,0.005,0.032,4.57,0.754,0.076,0.045,309,47,1385.0,7,5,0.006
3389,V95398,169,0.005,0.032,4.63,0.78,0.079,0.042,311,43,1394.0,8,4,0.005
3390,V95396,163,0.005,0.027000000000000003,4.63,0.764,0.08199999999999999,0.047,288,46,1373.0,7,3,0.005
3391,V95395,168,0.005,0.025,4.57,0.8640000000000001,0.08800000000000001,0.047,284,48,1342.0,8,5,0.004
3392,V95394,170,0.005,0.034,4.6,0.731,0.077,0.043,320,45,1378.0,8,5,0.005
3393,V95393,163,0.005,0.037000000000000005,4.55,0.753,0.076,0.042,338,53,1388.3496882179193,9,5,0.006
3394,V95392,156,0.005,0.036000000000000004,4.55,0.524,0.061,0.042,329,47,1389.0,8,4,0.006
3395,V95389,159,0.005,0.044000000000000004,4.55,0.426,0.051,0.042,368,52,1388.0,10,4,0.006
3396,V95386,161,0.005,0.038,4.58,0.545,0.061,0.040999999999999995,333,48,1324.0,9,4,0.008
3397,V95385,160,0.005,0.024,4.56,0.93,0.08800000000000001,0.043,290,38,1376.0,7,4,0.008
3398,V95384,159,0.005,0.04,4.62,0.67,0.063,0.040999999999999995,351,52,1363.0,9,5,0.008
3399,V95382,163,0.005,0.024,4.74,0.92,0.08800000000000001,0.049,284,38,1376.0,7,4,0.005
3400,V95381,165,0.005,0.025,4.71,0.81,0.084,0.046,440,38,1383.0,9,3,0.006
3401,V95380,162,0.008,0.027000000000000003,4.64,0.77,0.08199999999999999,0.046,262,45,1435.0,7,4,0.005
3402,V95379,165,0.008,0.024,4.58,0.8909999999999999,0.08900000000000001,0.045,277,39,1386.0,7,4,0.005
3403,V95378,157,0.008,0.024,4.62,0.878,0.086,0.047,255,43,1366.0,7,5,0.005
3404,V95375,160,0.008,0.035,4.58,0.524,0.065,0.044000000000000004,361,52,1405.0,9,6,0.006
3405,V95372,157,0.008,0.04,4.61,0.47,0.055,0.042,362,52,1388.3496882179193,9,5,0.009000000000000001
3406,V95368,158,0.008,0.036000000000000004,4.61,0.56,0.066,0.048,466,42,1481.0,8,5,0.008
3407,V95367,161,0.008,0.031,4.61,0.67,0.07400000000000001,0.049,289,39,1373.0,7,4,0.006
3408,V95364,160,0.008,0.037000000000000005,4.57,0.711,0.07,0.046,305,43,1430.0,8,4,0.012
3409,V95360,177,0.008,0.027999999999999997,4.53,1.05,0.08900000000000001,0.048,262,51,1410.0,7,6,0.01
3410,V95359,161,0.008,0.051,4.56,0.532,0.05,0.039,386,55,1388.3496882179193,9,6,0.012
3411,V95358,170,0.008,0.053,4.53,0.506,0.046,0.037000000000000005,372,52,1389.0,10,5,0.01
3412,V95357,157,0.008,0.06,4.54,0.4,0.039,0.036000000000000004,414,58,1305.0,11,7,0.013999999999999999
3413,V95356,173,0.008,0.038,4.57,0.479,0.054000000000000006,0.044000000000000004,336,47,1382.0,8,5,0.006999999999999999
3414,V95355,161,0.008,0.037000000000000005,4.59,0.441,0.051,0.043,308,44,1388.3496882179193,8,4,0.011000000000000001
3415,V95352,178,0.008,0.038,4.58,0.514,0.055999999999999994,0.045,311,44,1410.0,8,4,0.009000000000000001
3416,V95345,169,0.005,0.052000000000000005,4.55,0.40700000000000003,0.042,0.038,405,57,1395.0,11,6,0.01
3417,V95342,173,0.005,0.027999999999999997,4.55,0.7559999999999999,0.08199999999999999,0.04,278,38,1384.0,7,4,0.006
3418,V95341,161,0.005,0.05,4.55,0.5579999999999999,0.055,0.038,393,56,1383.0,10,6,0.008
3419,V95340,162,0.005,0.057,4.56,0.461,0.046,0.036000000000000004,415,59,1388.3496882179193,11,6,0.006999999999999999
3420,V95336,158,0.005,0.039,4.58,0.59,0.055,0.043,344,48,1424.0,9,6,0.012
3421,V95334,162,0.005,0.040999999999999995,4.55,0.64,0.059000000000000004,0.043,348,50,1411.0,10,5,0.009000000000000001
3422,V95333,157,0.005,0.03,4.6,0.82,0.084,0.04,301,43,1421.0,8,5,0.006999999999999999
3423,V95332,160,0.005,0.035,4.54,0.65,0.066,0.040999999999999995,323,46,1289.0,8,4,0.008
3424,V95330,160,0.005,0.042,4.6,0.507,0.055999999999999994,0.042,363,52,1340.0,10,5,0.006
3425,V95329,158,0.005,0.047,4.55,0.43,0.047,0.037000000000000005,369,60,1376.0,9,6,0.009000000000000001
3426,V95328,165,0.005,0.048,4.58,0.48,0.049,0.036000000000000004,390,54,1384.0,10,5,0.009000000000000001
3427,V95326,158,0.005,0.034,4.57,0.52,0.066,0.039,322,44,1324.0,9,4,0.006
3428,V95324,160,0.005,0.040999999999999995,4.6,0.55,0.057,0.042,355,52,1393.0,9,5,0.008
3429,V95323,161,0.005,0.037000000000000005,4.62,0.589,0.063,0.042,333,47,1411.0,9,5,0.006999999999999999
3430,V95321,161,0.005,0.039,4.6,0.526,0.063,0.04,348,49,1407.0,8,5,0.006999999999999999
3431,V95320,162,0.005,0.042,4.55,0.5479999999999999,0.062,0.039,354,50,1402.0,9,5,0.009000000000000001
3432,V95319,159,0.005,0.042,4.58,0.535,0.064,0.037000000000000005,357,51,1351.0,9,5,0.008
3433,V95318,160,0.005,0.052000000000000005,4.57,0.5489999999999999,0.054000000000000006,0.042,368,53,1418.0,11,6,0.01
3434,V95317,175,0.005,0.046,4.51,0.47200000000000003,0.054000000000000006,0.043,373,56,1454.0,10,6,0.006999999999999999
3435,V95316,158,0.005,0.05,4.54,0.528,0.054000000000000006,0.040999999999999995,394,61,1427.0,10,6,0.008
3436,V95315,165,0.005,0.043,4.53,0.493,0.057,0.042,373,54,1388.3496882179193,10,6,0.008
3437,V95314,158,0.005,0.045,4.58,0.489,0.06,0.038,367,52,1388.3496882179193,10,5,0.006
3438,V95312,160,0.005,0.046,4.55,0.51,0.051,0.042,372,54,1422.0,10,6,0.009000000000000001
3439,V95311,170,0.005,0.043,4.55,0.523,0.057,0.042,359,50,1396.0,10,5,0.009000000000000001
3440,V95309,163,0.005,0.026000000000000002,4.57,0.865,0.087,0.040999999999999995,281,40,1388.0,8,4,0.006999999999999999
3441,V95308,161,0.005,0.033,4.56,0.764,0.076,0.042,289,40,1417.0,7,4,0.008
3442,V95307,167,0.005,0.043,4.57,0.85,0.055,0.040999999999999995,356,50,1424.0,10,5,0.01
3443,V95306,169,0.005,0.032,4.56,0.8140000000000001,0.077,0.043,310,46,1387.0,8,6,0.009000000000000001
3444,V95305,161,0.005,0.027000000000000003,4.54,0.809,0.083,0.045,286,40,1328.0,7,4,0.004
3445,V95303,170,0.005,0.043,4.54,0.40399999999999997,0.049,0.040999999999999995,364,51,1308.0,10,5,0.01
3446,V95301,165,0.005,0.027999999999999997,4.57,0.799,0.079,0.044000000000000004,302,45,1410.0,8,5,0.006999999999999999
3447,V95302,163,0.005,0.048,4.58,0.409,0.04,0.040999999999999995,382,56,1382.0,11,5,0.013000000000000001
3448,V95300,161,0.005,0.022000000000000002,4.59,0.9059999999999999,0.087,0.042,363,48,1422.0,9,5,0.004
3449,V95299,161,0.005,0.051,4.55,0.36200000000000004,0.037000000000000005,0.039,474,58,1388.3496882179193,15,5,0.01
3450,V95298,167,0.005,0.027999999999999997,4.51,0.8740000000000001,0.087,0.044000000000000004,292,40,1480.0,8,4,0.006
3451,V95297,163,0.005,0.025,4.48,0.9440000000000001,0.09,0.044000000000000004,332,46,1384.0,9,5,0.006
3452,V95294,160,0.005,0.042,4.54,0.397,0.043,0.038,359,50,1291.0,10,6,0.009000000000000001
3453,V95292,158,0.005,0.038,4.71,0.736,0.065,0.042,330,46,1424.0,9,4,0.009000000000000001
3454,V95291,160,0.005,0.018000000000000002,4.56,0.99,0.096,0.044000000000000004,242,34,1546.0,6,3,0.009000000000000001
3455,V95290,162,0.005,0.02,4.63,0.941,0.091,0.045,247,42,1413.0,7,4,0.006999999999999999
3456,V95289,166,0.005,0.035,4.54,0.6659999999999999,0.07200000000000001,0.042,321,45,1351.0,8,4,0.01
3457,V95288,165,0.005,0.04,4.52,0.45799999999999996,0.049,0.039,349,49,1443.0,10,6,0.011000000000000001
3458,V95287,169,0.005,0.033,4.6,0.655,0.066,0.042,308,45,1388.3496882179193,9,4,0.01
3459,V95285,160,0.005,0.032,4.56,0.521,0.06,0.043,313,44,1412.0,8,7,0.011000000000000001
3460,V95284,171,0.005,0.03,4.53,0.603,0.067,0.044000000000000004,297,43,1424.0,8,4,0.006999999999999999
3461,V95283,175,0.005,0.034,4.57,0.684,0.07200000000000001,0.042,302,42,1415.0,8,4,0.009000000000000001
3462,V95282,175,0.005,0.033,4.57,0.7090000000000001,0.077,0.044000000000000004,316,44,1402.0,8,5,0.006
3463,V95280,165,0.005,0.027999999999999997,4.57,0.62,0.07,0.044000000000000004,275,38,1501.0,7,4,0.006999999999999999
3464,V95277,167,0.005,0.038,4.57,0.377,0.048,0.04,320,45,1409.0,9,5,0.01
3465,V95276,171,0.005,0.034,4.56,0.5479999999999999,0.06,0.040999999999999995,323,45,1402.0,8,5,0.009000000000000001
3466,V95275,159,0.005,0.03,4.57,0.564,0.064,0.043,294,43,1377.0,9,4,0.009000000000000001
3467,V95273,163,0.005,0.033,4.57,0.38299999999999995,0.048,0.04,300,42,1420.0,8,4,0.017
3468,V95272,168,0.005,0.034,4.57,0.504,0.057999999999999996,0.042,320,46,1426.0,9,4,0.009000000000000001
3469,V95271,166,0.005,0.027999999999999997,4.59,0.737,0.07,0.043,305,39,1448.0,8,6,0.006
3470,V95270,171,0.005,0.027000000000000003,4.55,0.711,0.073,0.043,304,41,1438.0,8,5,0.009000000000000001
3471,V95268,172,0.005,0.035,4.56,0.384,0.053,0.039,319,45,1385.0,9,4,0.01
3472,V95269,166,0.005,0.035,4.55,0.733,0.07400000000000001,0.044000000000000004,306,43,1388.3496882179193,8,4,0.006999999999999999
3473,V95267,165,0.005,0.031,4.55,0.634,0.071,0.039,310,42,1363.0,8,5,0.008
3474,V95266,164,0.005,0.027000000000000003,4.59,0.7909999999999999,0.08,0.042,272,40,1388.3496882179193,7,4,0.006
3475,V95264,165,0.005,0.03,4.56,0.385,0.052000000000000005,0.040999999999999995,301,42,1414.0,8,5,0.01
3476,V95263,162,0.005,0.031,4.57,0.43200000000000005,0.052000000000000005,0.04,299,51,1363.0,8,5,0.01
3477,V95262,164,0.005,0.03,4.55,0.519,0.057999999999999996,0.040999999999999995,294,44,1375.0,9,4,0.008
